text,id,content,timestamp_x,temperature_x,prompt_id,timestamp_y,temperature_y,clarity,energy,necessity,productivity,influence,courage,length
"Daily Fire 10-12-23: The Learning Frame Today's Framework: What people face on the learning journey •	Face overwhelm by preparing and planning for your learning journey. •	Deal with frustration by expecting it and knowing learning can be hard. •	Work through disappointment by continuing to work; don't stop! •	Continue when outpaced by others; their journey is not relevant to you. Today's Journal Questions •	Am I showing up with the attitude that is required to change the world? •	What do I see in general about my dedication to my learning journey? •	Are there places in my life, on my learning journey, where I am overwhelmed? How can I plan and prepare in order to face the overwhelm. •	Where in my life do I get frustrated with my learning journey? •	Am I disappointed in myself or an opportunity in my life? How will I learn to deal with it? •	Do I compare myself to others and stop because I am outpaced? •	Can I stop comparing myself to others? •	How will I remind myself that I simply need to stay committed to the learning journey and change will happen? •	How will I celebrate my learning journey?",12,"Reflect on the concept of the learning journey - a continual path of acquiring knowledge and skills. Consider the challenges and obstacles you may encounter such as feeling overwhelmed, dealing with frustration, working through disappointments, and avoiding comparisons with others. Now, answer the following questions: What has your attitude been towards your learning journey? Can you identify any areas where you've been overwhelmed and how can you plan better for those circumstances?",20240319110049,temp1,99,20240319160643,temp1,0.9,0.5,0.7,0.8,0.2,0.7,350
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Reflect on the role pressure plays in your day to day life. In instances where you feel overwhelmed or tense, consider whether these pressures stem from your own expectations or external circumstances. How do you normally react to such scenarios?",20240319110916,temp1,100,20240319162307,temp1,0.5,1.0,1.0,1.0,0.0,1.0,400
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,Reflect on the current projects or duties in your life. Can you identify areas where you can loosen up timelines without negatively affecting the overall outcome?,20240319110916,temp1,101,20240319161643,temp1,0.8,1.0,1.0,1.0,0.0,0.5,400
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,Think about performance edge versus insecurity. Can you differentiate between these in your life? Can you recall instances where you might have stepped into insecurity instead of maintaining your performance edge?,20240319110916,temp1,102,20240319161943,temp1,1.0,1.0,1.0,1.0,0.0,1.0,500
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"When you find yourself in high-pressure moments, what is the narrative you tell yourself? Is it uplifting or does it deepen the pressure?",20240319110916,temp1,103,20240319162029,temp1,0.0,1.0,0.7,1.0,0.0,1.0,500
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Reflect on your well-being habits. Do you check in with your 'MEDS-RX' regularly (Meditation, Exercise, Diet, Sleep, Relationships, and Supplements)? If not, identify areas that need improvement.",20240319110916,temp1,104,20240319160420,temp1,0.5,1.0,1.0,1.0,0.0,1.0,350
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,Reflect on your schedule - do you often find yourself with back to back commitments? Consider whether this is sustainable and how it contributes to your feeling of pressure.,20240319110916,temp1,105,20240319152433,temp1,0.5,1.0,1.0,1.0,0.0,1.0,600
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Is the pressure you're feeling a result of recent events, or an accumulation of stress from the past few days or weeks?",20240319110916,temp1,106,20240319143616,temp1,0.5,1.0,0.5,1.0,0.0,1.0,300
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Consider your approach to handling issues, or 'fighting fires'. Are your weeks filled with multiple crises that you're trying to manage? Reflect on how this continual firefighting contributes to your sense of pressure.",20240319110916,temp1,107,20240319162407,temp1,0.5,1.0,1.0,1.0,0.5,1.0,500
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Do you allow yourself to share the pressure you're feeling, or do you prefer to keep it hidden? Reflect on the benefits of sharing your stresses and consider ways you could implement this into your lifestyle.",20240319110916,temp1,108,20240319160753,temp1,0.5,1.0,1.0,1.0,0.5,1.0,500
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Do you feel worthy of being where you are right now in your life, career, or relationships? Reflect on whether you feel equipped to serve in your current capacity.",20240319110916,temp1,109,20240319125656,temp1,0.5,0.5,1.0,1.0,0.0,1.0,500
"Daily Fire 10-11-23: Feeling Pressure Today's Framework: •	Remind ourselves that we are human. (No perfection + loosen timelines + get centered.) •	Identify performance edge vs insecurity. •	Check in on our MEDS-RX: meditation, exercise, diet, sleep — relationships + supplements. •	Check your schedule to see if it is too packed, back to back. •	Debrief and share the pressure. Today's Journal Questions •	What role does pressure play in my life? •	Do I impose pressure on myself by expecting perfection? •	Can I give myself grace and remind myself that I am human? •	Can I loosen up any timelines? •	Can I identify the difference between performance edge and insecurity? •	Do I feel worthy of being where I am to serve? •	What do we say to ourselves when we are in a pressure moment? •	Do I regularly check in with my MEDS-RX? (meditation, exercise, diet, sleep — relationships + supplements) •	Is my schedule packed, back to back? Am I way beyond my limits? •	Is this pressure from right now or the last three days? •	Am I ""fighting fires"" all week long? •	Do I allow myself to share the pressure to help release it? Or, do I hide?",13,"Do you often strive for perfection? If so, does this create a sense of pressure? Reflect on how striving for perfection might actually stand in your way. Have there been instances where you could have given yourself grace and acknowledged your human limitations?",20240319110916,temp1,110,20240319165234,temp1,0.5,1.0,0.5,1.0,0.0,0.8,450
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,"Do you believe in the inherent goodness of life in all its forms, including within yourself? If so, how do you honor and respect that life force within you?",20240319112019,temp1,111,20240319161900,temp1,0.5,0.5,0.0,0.3,1.0,1.0,500
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,"Reflect on what unconditional love means to you. If you love someone, even if they behave in a way that displeases you, does the love remain the same? Apply this concept to yourself - do you maintain unconditional love for yourself, irrespective of your actions?",20240319112019,temp1,112,20240319160606,temp1,0.5,1.0,0.5,0.5,0.5,1.0,500
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,"Consider your circle of friends. Who among them inspires and uplifts you, and who doesn't? How do these relationships affect your self-perception and self-love?",20240319112019,temp1,113,20240319143523,temp1,0.5,1.0,1.0,0.0,1.0,1.0,400
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,Reflect on your growth and learning. Are you supportive of your own educational advancement or do you often hold yourself back? Why is this so?,20240319112019,temp1,114,20240319160816,temp1,0.5,0.2,0.3,0.2,0.6,0.8,500
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,Do you allow yourself time to rest? Reflect on moments when you consciously chose to slow down and relax. How did it affect your self-love?,20240319112019,temp1,115,20240319164914,temp1,0.5,1.0,1.0,1.0,0.5,1.0,400
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,"Observe your thoughts, emotions, and reactions throughout the day. Pay close attention to the shifts and fluctuations. Are you being kind and understanding towards yourself, or overly critical and judgemental?",20240319112019,temp1,116,20240319160517,temp1,0.5,0.5,0.5,0.0,1.0,1.0,500
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,Think about your mistakes and the moments you do something wrong. Are you able to separate your actions from your innate worth? Or do you find your self-love diminishing?,20240319112019,temp1,117,20240319160414,temp1,0.5,0.5,0.2,0.0,0.3,0.7,300
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,Look at your habits. Does your journaling habit or your practice of completing Life Scores help nourish self-love? How so?,20240319112019,temp1,118,20240319144534,temp1,0.5,0.0,0.0,0.0,0.5,1.0,600
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,Delve into your potential for growth and learning. What more could you do to learn or grow? How would this action contribute to your self-love?,20240319112019,temp1,119,20240319165116,temp1,0.5,1.0,0.7,0.2,0.5,0.5,500
"Daily Fire 10-10-23: Love Self/Hate Self Today's Framework: Love Self •	Unconditional love: We can have unconditional love or regard for ourselves, even when we don't like our behavior. •	Observation: There is a tremendous amount of observation/paying attention when we love someone. •	Friendship: Surround yourself with loving people who support and inspire you. •	Learning/growth: Support yourself in advancing educationally. •	Rest: Slow down and relax sometimes. Today's Journal Questions •	What do I do to show love and care to our children or others in our lives? •	When I do something wrong, do I diminish who I am? •	Can I separate out my behavior from my self-regard? •	How do I bring awareness and perspective into my life? •	Do I have a habit of completing the Life Scores in this app or using the journal prompts? •	What are the quality of my friendships: do my friends inspire me and support me? •	How do I support myself in continually learning and growing? •	What more could I do to learn/grow? •	Do I bring rest and slowing down into my life? How/when? •	Am I willing to love myself in the same ways I love others in my life? •	Do I believe that the goodness of life is running through every atom in me? If so, how will I honor and respect that life force?",14,"Consider your self-love in relation to how you love others in your life. Are you willing to love yourself in the same way? If not, why is that?",20240319112019,temp1,120,20240319161555,temp1,0.5,0.5,0.0,0.0,0.5,1.0,500
"Daily Fire 10-9-23: What you want this week Today's Framework: What You Want This Week •	Aliveness: zap, presence, fire, enthusiasm, energy, BEING state. •	Connection: relationship with ourselves, family, Creator, colleagues, people around us. •	Meaningful pursuits: your mission, doing what matters, goals, dreams. •	Growth: growing and becoming, stretching ourselves, becoming our full potential, challenge. Today's Journal Questions •	What does ""aliveness"" mean to me? •	How do I want to experience more aliveness TODAY and this week? •	Where do I experience connection in my life? •	How will I connect more deeply to friends, family, my spirituality, and other people TODAY and this week? •	What are my meaningful pursuits? •	How will I connect with my meaningful pursuits TODAY and this week? •	Where are the places of growth in my life? •	How will I stretch and grow TODAY and this week? •	How can I remind myself of the importance of choose to experience life differently, despite the challenges?",15,"Consider the four pillars of existential tranquility: Aliveness, Connection, Meaningful pursuits, and Growth. Aliveness refers to a state of enthusiasm, energy and being fully present in the moment. Connection involves our relationship with ourselves, our family, Creator, colleagues, and people around us. Meaningful pursuits pertain to our mission, what truly matters to us, our goals and dreams. Growth is about evolution, challenging ourselves and reaching our full potential.

1. What does 'aliveness' mean to you? Give a specific example of when you felt truly alive.
2. How do you wish to experience more aliveness today and in the coming week?
3. Identify the areas in your life where you experience connection. How do these connections impact your life?
4. How can you deepen your connections with friends, family, in your spiritual practices, and with others today and in the coming week?
5. List your 'meaningful pursuits'. Why are they important to you?
6. How do you plan to align yourself with these 'meaningful pursuits' today and in the coming week?
7. Identify your growth areas. How have these areas evolved over time?
8. What steps will you take to ensure your growth and development today and in the coming week?
9. Given that life is full of challenges, how can you remind yourself of the importance of choosing to experience life differently despite them? Write down a personal mantra or affirmation.",20240319111529,temp1,121,20240319144602,temp1,1.0,1.0,0.5,1.0,0.5,0.5,500
"Daily Fire 9-19-23: Be the LIGHTHOUSE Today's Framework: Be the LIGHTHOUSE! •	Who has been a lighthouse for YOU? •	Who needs YOU to be a lighthouse for THEM? •	What do you need to improve in your life to be a better lighthouse for others? Today's Journal Questions •	Who has been a ""Lighthouse in the dark"" for me? Mom? Friend? Teacher? •	What did this person/people teach me? What values? What ways of being? •	Who needs ME to be a lighthouse in their life? A child? A friend? •	What does that mean in specific for that person? •	What do I need to get better at or change to be a better role model for others? •	What compassion or kindness can I offer to someone TODAY? •	Did I JOURNAL about these questions?! Why or why not!?",16,"After reflecting on these questions, have you journaled your thoughts and discoveries? If not, why is that? Understanding the barrier to expressing your reflections could be the first step in making intentional improvements.",20240319112018,temp1,122,20240319152025,temp1,0.5,0.0,0.5,0.0,1.0,0.5,300
"Daily Fire 9-19-23: Be the LIGHTHOUSE Today's Framework: Be the LIGHTHOUSE! •	Who has been a lighthouse for YOU? •	Who needs YOU to be a lighthouse for THEM? •	What do you need to improve in your life to be a better lighthouse for others? Today's Journal Questions •	Who has been a ""Lighthouse in the dark"" for me? Mom? Friend? Teacher? •	What did this person/people teach me? What values? What ways of being? •	Who needs ME to be a lighthouse in their life? A child? A friend? •	What does that mean in specific for that person? •	What do I need to get better at or change to be a better role model for others? •	What compassion or kindness can I offer to someone TODAY? •	Did I JOURNAL about these questions?! Why or why not!?",16,"Besides guiding others through rough patches, showing compassion and kindness is equally important. Reflect on one act of kindness or compassion you can extend to someone today. How will this act make a difference for them? And more importantly, how will it make you feel?",20240319112018,temp1,123,20240319144647,temp1,0.5,0.0,0.5,0.5,1.0,0.5,200
"Daily Fire 9-19-23: Be the LIGHTHOUSE Today's Framework: Be the LIGHTHOUSE! •	Who has been a lighthouse for YOU? •	Who needs YOU to be a lighthouse for THEM? •	What do you need to improve in your life to be a better lighthouse for others? Today's Journal Questions •	Who has been a ""Lighthouse in the dark"" for me? Mom? Friend? Teacher? •	What did this person/people teach me? What values? What ways of being? •	Who needs ME to be a lighthouse in their life? A child? A friend? •	What does that mean in specific for that person? •	What do I need to get better at or change to be a better role model for others? •	What compassion or kindness can I offer to someone TODAY? •	Did I JOURNAL about these questions?! Why or why not!?",16,"To be a reliable lighthouse for others, self-improvement is vital. Reflect on areas in your life that need improvement. What changes can you implement to be a better role model or guide for others? ",20240319112018,temp1,124,20240319145447,temp1,0.5,0.0,0.0,0.0,1.0,0.5,300
